"1.4910101890563965,529,22"
"2.490417242050171,60,37"
"3.4917280673980713,15,46"
"4.492983341217041,114,38"
"5.494302272796631,119,31"
"6.494628190994263,88,30"
"7.492964744567871,6,19"
"8.495314359664917,537,15"
"9.49959135055542,532,15"
"10.498918533325195,595,16"
"11.499244213104248,558,36"
"12.498570680618286,71,33"
"13.4998939037323,550,30"
"14.500266551971436,571,37"
"15.501541376113892,587,42"
"16.50091052055359,83,42"
"17.50241708755493,31,33"
"18.503512382507324,560,31"
"19.504836559295654,515,29"
"20.505208253860474,569,28"
"21.50826334953308,484,31"
"22.509798765182495,487,24"
"23.50930953025818,491,19"
"24.512447357177734,404,20"
"25.509774446487427,375,15"
"26.510143518447876,317,13"
"27.50946068763733,281,6"
"28.510748386383057,227,4"
"29.510987043380737,58,1"
"30.512398958206177,524,2"
"31.512720108032227,526,4"
"32.514042139053345,601,4"
"33.51445937156677,113,6"
"34.51668834686279,202,8"
"35.51601457595825,315,4"
"36.51933217048645,472,1"
"37.5196590423584,11,0"
"38.51798677444458,558,4"
"39.520684003829956,510,15"
"40.52262830734253,602,15"
"41.52095866203308,12,15"
"42.52160573005676,39,17"
"43.517762899398804,75,19"
"44.517351388931274,56,23"
"45.52569246292114,598,47"
"46.52574896812439,547,46"
"47.52604937553406,539,45"
"48.53189754486084,531,42"
"49.52910852432251,39,31"
"50.53092336654663,590,26"
"51.52921414375305,482,17"
"52.52951622009277,433,15"
"53.53091311454773,504,8"
"54.53448009490967,554,11"
"55.52853178977966,586,8"
"56.53464913368225,610,11"
"57.5266752243042,15,15"
"58.52686667442322,590,17"
"59.53554654121399,595,27"
"60.525676250457764,577,38"
"61.541680335998535,585,55"
"62.54159498214722,595,63"
"63.540852069854736,564,62"
"64.54016709327698,550,62"
"65.54097318649292,563,53"
"66.54159784317017,531,45"
"67.53975915908813,500,35"
"68.54433965682983,517,28"
"69.54448795318604,612,34"
"70.53755044937134,569,47"
"71.5369303226471,604,60"
"72.53826260566711,600,76"
"73.54832577705383,606,60"
"74.53538942337036,23,44"
"75.54976844787598,39,37"
"76.55100321769714,606,45"
"77.5501139163971,552,37"
"78.55274701118469,571,33"
"79.55227327346802,490,29"
"80.5480706691742,521,29"
"81.54899430274963,605,29"
"82.55334115028381,40,22"
"83.54754614830017,8,15"
"84.55441641807556,596,13"
"85.55433750152588,591,11"
"86.5573148727417,558,8"
"87.56101655960083,474,11"
